scraped_at,model,name,price_before_discount,price_after_discount,price_with_vat,availability
2026-05-24T20:35:28Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-24T20:35:28Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-24T20:35:28Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-24T20:41:02Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-24T20:41:02Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-24T20:41:02Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-25T02:45:33Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-25T02:45:33Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-25T02:45:33Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-25T03:54:23Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-25T03:54:23Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-25T03:54:23Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-25T16:03:22Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-25T16:03:22Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-25T16:03:22Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-26T05:13:29Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-26T05:13:29Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-26T05:13:29Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-26T16:53:04Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-26T16:53:04Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-26T16:53:04Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-27T05:41:32Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-27T05:41:32Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-27T05:41:32Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-27T16:46:59Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-27T16:46:59Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-27T16:46:59Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-28T05:20:01Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-28T05:20:01Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-28T05:20:01Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-28T17:02:33Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-28T17:02:33Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-28T17:02:33Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-29T05:39:08Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-29T05:39:08Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-29T05:39:08Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-29T16:53:41Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-29T16:53:41Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-29T16:53:41Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-30T05:00:06Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-30T05:00:06Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-30T05:00:06Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-30T14:47:39Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-30T14:47:39Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-30T14:47:39Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-31T05:45:31Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-31T05:45:31Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-31T05:45:31Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-31T14:55:59Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-05-31T14:55:59Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-05-31T14:55:59Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-01T06:18:40Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-01T06:18:40Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-06-01T06:18:40Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-01T18:51:27Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-01T18:51:27Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-06-01T18:51:27Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-02T06:02:41Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-02T06:02:41Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-06-02T06:02:41Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-02T17:50:19Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-02T17:50:19Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-06-02T17:50:19Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-03T06:16:46Z,DS-2CD2087G3-LI2UY/SRB,Hikvision | DS-2CD2087G3-LI2UY/SRB | ColorVu 8MP Bullet IP Camera 4mm Fixed Lens,408.76,306.57,364.82,in Stock
2026-06-03T06:16:46Z,DS-2CD2087G3-LIY,Hikvision | DS-2CD2087G3-LIY | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,405.09,303.82,361.55,Temporarily out of stock
2026-06-03T06:16:46Z,DS-2CD2087G3-LI2UY/SL,Hikvision | DS-2CD2087G3-LI2UY/SL | ColorVu 8MP Bullet IP Camera 2.8mm Fixed Lens,408.76,306.57,364.82,in Stock
